5m_range,1h_range,6h_range,5m_mean
"(37.0, 37.0)","(36.0, 38.0)","(20.75, 83.25)",48.057377049180324
"(3603.0, 3643.0)","(3284.5, 3657.5)","(2340.5, 2760.5)",3610.26875
"(40125.5, 40916.5)","(40465.25, 43176.75)","(33636.75, 38059.25)",41131.302083333336
"(142.0, 156.0)","(115.5, 182.5)","(91.125, 170.875)",151.8135593220339
"(4.5, 5.5)","(4.0, 6.0)","(5.0, 7.0)",4.5
"(11.0, 29.0)","(2.5, 17.5)","(8.5, 19.5)",19.86111111111111
"(31.0, 35.0)","(32.0, 36.0)","(23.375, 60.625)",32.398305084745765
"(40112.0, 40388.0)","(39461.125, 41017.875)","(44600.0, 54187.0)",40350.931506849316
"(2473.875, 2721.125)","(2649.625, 2879.375)","(2681.25, 3129.75)",2624.218253968254
"(43.5, 52.5)","(27.0, 79.0)","(38.5, 69.5)",49.16901408450704
"(334.375, 389.625)","(370.5, 449.5)","(365.125, 593.875)",345.8658536585366
"(120.0, 140.0)","(125.375, 154.625)","(201.75, 412.25)",134.4015748031496
"(9.5, 10.5)","(9.5, 10.5)","(6.5, 9.5)",10.054421768707483
"(399.0, 1001.0)","(156.75, 563.25)","(342.125, 549.875)",686.0483271375465
"(79362.375, 80173.625)","(79316.0, 81438.0)","(78156.25, 83145.75)",79645.62056737588
"(955.0, 1395.0)","(408.5, 631.5)","(631.0, 1187.0)",2678.675
"(455.0, 623.0)","(327.125, 398.875)","(456.75, 707.25)",501.7945205479452
"(533.0, 601.0)","(564.875, 721.125)","(367.0, 761.0)",627.08
"(59231.75, 59922.25)","(58271.625, 60903.375)","(52002.5, 58040.5)",59389.196652719664
"(2.5, 3.5)","(1.5, 2.5)","(1.5, 2.5)",2.5428571428571427
"(1.5, 2.5)","(1.875, 2.125)","(1.5, 2.5)",1.5791245791245792
"(1.5, 2.5)","(1.5, 2.5)","(2.5, 3.5)",1.8274509803921568
"(2.5, 3.5)","(1.5, 6.5)","(5.625, 10.375)",3.3686868686868685
"(630.0, 632.0)","(618.0, 668.0)","(629.25, 738.75)",654.7832167832167
"(19114.0, 19293.0)","(19254.75, 19906.25)","(18779.25, 20513.75)",18938.277777777777
"(54146.0, 54250.0)","(53194.5, 55293.5)","(49574.875, 53623.125)",54406.471544715445
"(139256.0, 139406.0)","(132179.0, 137747.0)","(120271.75, 126464.25)",139400.85074626867
"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)",1.0
"(179.0, 181.0)","(179.5, 184.5)","(175.5, 184.5)",180.78280542986425
"(-2.5, 8.5)","(3.0, 9.0)","(3.0, 7.0)",6.368421052631579
"(8.25, 11.75)","(8.5, 11.5)","(12.0, 30.0)",13.957446808510639
"(-2.5, 12.5)","(4.0, 16.0)","(6.5, 13.5)",11.628712871287128
"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)",1.0830449826989619
"(163.0, 171.0)","(167.5, 176.5)","(166.0, 172.0)",165.24489795918367
"(226.0, 226.0)","(147.0, 305.0)","(173.75, 184.25)",222.4271186440678
"(583.0, 671.0)","(541.5, 638.5)","(550.25, 641.75)",669.8760330578513
"(110.0, 130.0)","(127.5, 192.5)","(208.5, 323.5)",109.88813559322034
"(7.0, 7.0)","(6.5, 9.5)","(3.0, 5.0)",7.077844311377246
"(2.0, 2.0)","(2.0, 2.0)","(1.5, 2.5)",1.9212328767123288
"(2076.0, 2124.0)","(2031.25, 2092.75)","(1730.75, 2061.25)",2111.8841698841698
"(193.0, 501.0)","(280.875, 429.125)","(312.25, 491.75)",510.884
"(1103.5, 1192.5)","(1142.375, 1228.625)","(1083.375, 1425.625)",1143.833922261484
"(56055.5, 56494.5)","(55306.875, 56730.125)","(51790.0, 55521.0)",56254.080701754385
"(469.5, 554.5)","(532.875, 641.125)","(460.375, 577.625)",575.7445255474453
"(11.0, 21.0)","(7.5, 21.5)","(1.5, 24.5)",11.623931623931623
"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)",1.0
"(23.5, 1408.5)","(707.5, 959.5)","(620.5, 855.5)",4927.2307692307695
"(239.625, 452.375)","(262.0, 534.0)","(77.75, 332.25)",303.4375
"(113.5, 689.5)","(268.0, 458.0)","(360.875, 471.125)",684.6813725490196
"(4143.5, 4398.5)","(4225.875, 4605.125)","(2637.875, 3573.125)",4290.059701492537
"(754.0, 950.0)","(724.0, 1498.0)","(368.75, 896.25)",995.5285171102662
"(877.125, 924.875)","(1023.0, 1289.0)","(913.125, 1031.875)",903.5848214285714
"(483.5, 1116.5)","(134.125, 479.875)","(108.25, 412.75)",561.5870445344129
"(125.0, 875.0)","(-44.0, 1044.0)","(-27.5, 63.5)",567.3051948051948
"(444.0, 444.0)","(34.0, 372.0)","(68.0, 182.0)",389.56302521008405
"(-2.5, 6.5)","(1.0, 23.0)","(-2.0, 8.0)",3.969811320754717
"(349.0, 349.0)","(168.0, 436.0)","(24.375, 69.625)",303.65833333333336
"(50.0, 50.0)","(-11.5, 37.5)","(-26.5, 68.5)",46.93048128342246
"(5.5, 6.5)","(5.0, 5.0)","(5.0, 5.0)",5.618729096989966
"(120.0, 240.0)","(41.5, 248.5)","(46.0, 58.0)",221.6024844720497
"(7812.5, 13187.5)","(8830.0, 13111.0)","(8567.875, 14247.125)",11388.732718894009
"(5.5, 6.5)","(4.5, 5.5)","(5.0, 5.0)",5.74
"(6.0, 6.0)","(4.5, 5.5)","(5.0, 5.0)",5.763333333333334
"(5.5, 6.5)","(4.5, 5.5)","(5.0, 5.0)",5.596610169491526
"(4816.0, 5994.0)","(4323.375, 5434.625)","(2964.0, 8381.0)",5296.734806629835
"(2.5, 3.5)","(3.0, 3.0)","(2.5, 3.5)",2.7157894736842105
"(5.0, 7.0)","(5.0, 7.0)","(4.5, 5.5)",6.037209302325581
"(22.0, 32.0)","(22.0, 32.0)","(29.875, 36.125)",27.081632653061224
"(187.5, 188.5)","(189.0, 191.0)","(190.5, 195.5)",188.26333333333332
"(189.0, 191.0)","(188.0, 192.0)","(191.5, 213.5)",190.7064846416382
"(64.5, 65.5)","(60.0, 62.0)","(60.0, 64.0)",65.57333333333334
"(29.0, 29.0)","(22.125, 28.875)","(19.5, 26.5)",28.464285714285715
"(130.0, 132.0)","(131.0, 137.0)","(137.5, 142.5)",131.92307692307693
"(110.5, 117.5)","(103.5, 117.5)","(111.5, 126.5)",112.92142857142858
"(303.0, 309.0)","(291.5, 300.5)","(287.5, 304.5)",306.34343434343435
"(149.0, 151.0)","(150.0, 152.0)","(149.5, 154.5)",150.75971731448763
"(328.5, 379.5)","(332.5, 357.5)","(306.875, 353.125)",359.546875
"(115.5, 124.5)","(111.0, 123.0)","(83.25, 189.75)",121.13186813186813
"(1216.5, 1280.5)","(1241.875, 1369.125)","(1058.0, 1224.0)",1253.4933333333333
"(23414.75, 24421.25)","(23305.125, 24824.875)","(21826.375, 23135.625)",23978.202952029522
"(1164.5, 1403.5)","(1187.0, 1367.0)","(1131.625, 1345.375)",1341.9913043478261
"(1242.5, 1269.5)","(1219.375, 1280.625)","(1109.875, 1256.125)",1257.891304347826
"(1049.5, 1058.5)","(1042.5, 1055.5)","(1015.125, 1090.875)",1052.9041916167664
"(34.0, 34.0)","(33.5, 34.5)","(10.0, 24.0)",42.114285714285714
"(315.0, 403.0)","(307.5, 374.5)","(295.375, 356.625)",366.1079812206573
"(59.0, 73.0)","(59.5, 68.5)","(65.5, 74.5)",67.72340425531915
"(61.0, 69.0)","(71.5, 82.5)","(59.0, 79.0)",61.5
"(65.5, 88.5)","(72.375, 79.625)","(43.5, 62.5)",84.18359375
"(950.0, 992.0)","(894.5, 945.5)","(898.0, 930.0)",970.7411764705882
"(771.0, 987.0)","(846.5, 939.5)","(1004.625, 1241.375)",930.0104895104895
"(5056.5, 5241.5)","(4914.5, 5227.5)","(3727.5, 4611.5)",5219.276422764227
"(1637.625, 1762.375)","(1497.375, 1643.625)","(1520.625, 1784.375)",1702.264705882353
"(1079.0, 1481.0)","(1197.0, 1363.0)","(1187.375, 1498.625)",1707.9358974358975
"(401.0, 1069.0)","(624.875, 777.125)","(634.25, 753.75)",1010.2162162162163
"(344.0, 348.0)","(339.25, 360.75)","(240.375, 368.625)",342.46415094339625
"(32.0, 34.0)","(32.5, 35.5)","(38.0, 44.0)",33.666666666666664
"(1070.0, 1090.0)","(1087.375, 1140.625)","(1085.875, 1227.125)",1079.2690763052208
"(2758.0, 2794.0)","(2758.0, 2838.0)","(1787.5, 2582.5)",2779.657276995305
"(51.0, 51.0)","(65.5, 94.5)","(88.5, 115.5)",51.51851851851852
"(25.5, 26.5)","(25.0, 27.0)","(16.375, 23.625)",26.11814345991561
"(969.0, 987.0)","(967.5, 982.5)","(969.875, 990.125)",987.9263565891473
"(181006.0, 186252.0)","(185864.0, 190136.0)","(186457.5, 192357.5)",185935.84426229508
"(73.5, 90.5)","(82.0, 106.0)","(76.5, 91.5)",88.1283185840708
"(1815.25, 1856.75)","(1698.75, 1914.25)","(1790.0, 1946.0)",1841.89837398374
"(74.5, 75.5)","(67.5, 74.5)","(64.5, 75.5)",73.72906403940887
"(26.0, 28.0)","(27.5, 28.5)","(27.0, 29.0)",26.779026217228463
"(436.0, 478.0)","(476.625, 663.375)","(426.375, 534.625)",455.8971193415638
"(253.0, 267.0)","(193.125, 344.875)","(224.0, 306.0)",280.84859154929575
"(134.0, 168.0)","(150.0, 168.0)","(139.0, 173.0)",154.85106382978722
"(17197.0, 41055.0)","(15843.5, 37070.5)","(18892.75, 42440.25)",37092.13888888889
"(90.0, 94.0)","(90.0, 100.0)","(89.0, 99.0)",92.54494382022472
"(680.0, 718.0)","(704.5, 715.5)","(294.25, 1285.75)",761.0081300813008
"(14.0, 25.0)","(18.0, 22.0)","(17.5, 22.5)",27.775
"(1124.5, 1875.5)","(671.5, 782.5)","(437.5, 1178.5)",1261.3775510204082
"(850.0, 2050.0)","(239.375, 944.625)","(310.5, 847.5)",1366.765690376569
"(202.0, 270.0)","(225.875, 310.125)","(171.75, 494.25)",229.6909090909091
"(333.0, 507.0)","(205.875, 344.125)","(208.25, 307.75)",373.4136690647482
"(424.5, 445.5)","(409.0, 427.0)","(386.375, 435.625)",441.7916666666667
"(218.0, 252.0)","(225.375, 246.625)","(212.0, 244.0)",250.5
"(289.5, 810.5)","(317.0, 671.0)","(88.0, 404.0)",432.8095238095238
"(371666.0, 391136.0)","(386784.5, 406144.5)","(381256.625, 411854.375)",380487.73399014777
"(628503.875, 644543.125)","(608760.25, 636051.75)","(549979.75, 601177.25)",640127.1570247934
"(1934030.875, 1968969.125)","(1938698.5, 1977301.5)","(1918690.75, 1999744.25)",1983338.0909090908
"(1118740.0, 1261240.0)","(1100505.0, 1259495.0)","(800009.25, 1099990.75)",1194001.7880794702
"(1929536.125, 1950509.875)","(1929197.375, 1944050.625)","(1907268.375, 1959396.625)",1939640.2465753425
"(14.0, 22.0)","(13.5, 22.5)","(8.5, 19.5)",15.489208633093526
"(8128.75, 8261.25)","(6951.875, 7819.125)","(6241.25, 7613.75)",8189.859589041096
"(5223.625, 5462.375)","(5049.25, 5169.75)","(3770.375, 4804.625)",5364.247368421053
"(194.75, 289.25)","(231.5, 234.5)","(223.5, 238.5)",265.48850574712645
"(35000.0, 35000.0)","(24483.5, 37930.5)","(24311.5, 29404.5)",34508.36363636364
"(350531.25, 363328.75)","(341393.75, 360320.25)","(367493.25, 421693.75)",357198.20081967214
"(3979292.0, 4022392.0)","(4055012.25, 4174756.75)","(4113046.625, 4347762.375)",4013345.478087649
"(50631.5, 54730.5)","(49243.25, 53292.75)","(49180.875, 56668.125)",51705.82978723404
"(2271023.75, 2299396.25)","(2142275.125, 2252720.875)","(2113873.875, 2448378.125)",2292533.41796875
"(51310.0, 52008.0)","(47612.0, 53125.0)","(49778.375, 54421.625)",51361.68831168831
"(1206.75, 2223.25)","(1367.5, 2320.5)","(1379.5, 2126.5)",1703.7088607594937
"(2004.0, 2068.0)","(1993.875, 2075.125)","(1729.0, 2063.0)",2024.736
"(2864824.875, 2899945.125)","(3097892.125, 3430078.875)","(3276561.25, 3962673.75)",2891695.091666667
"(205.5, 528.5)","(-169.875, 335.875)","(-53.0, 145.0)",220.6089965397924
"(1038.5, 1061.5)","(1037.5, 1064.5)","(972.5, 1027.5)",1058.35838150289
"(142.0, 274.0)","(183.75, 232.25)","(130.5, 190.5)",265.1111111111111
"(879.125, 925.875)","(854.5, 945.5)","(864.125, 1070.875)",907.125
"(1433.0, 1507.0)","(1514.25, 1613.75)","(1446.375, 1687.625)",1462.6900584795321
"(421.0, 423.0)","(401.875, 448.125)","(243.25, 400.75)",423.86046511627904
"(400.0, 626.0)","(385.5, 658.5)","(370.0, 654.0)",11834.466321243523
"(203.75, 456.25)","(236.0, 497.0)","(327.0, 617.0)",2457.3728813559323
"(131598.0, 136598.0)","(132991.5, 137268.5)","(134143.25, 139300.75)",136057.0459770115
"(733.5, 866.5)","(740.0, 860.0)","(677.625, 774.375)",766.6222222222223
"(728.5, 807.5)","(745.875, 891.125)","(560.875, 719.125)",772.5785714285714
"(92.0, 118.0)","(28.625, 186.375)","(45.0, 157.0)",120.22448979591837
"(3497.5, 9834.5)","(4551.5, 8780.5)","(4908.0, 8242.0)",6346.041666666667
"(56.0, 65.0)","(67.5, 84.5)","(79.25, 88.75)",58.01960784313726
"(63615.0, 73163.0)","(62249.0, 73267.0)","(57940.0, 66918.0)",66680.53731343284
"(2912.25, 3463.75)","(2438.75, 3987.25)","(2905.0, 4083.0)",3309.9411764705883
"(223877.625, 242788.375)","(223603.125, 243111.875)","(203123.0, 225041.0)",242999.2048192771
"(59325.0, 72139.0)","(60429.5, 71074.5)","(60159.75, 69314.25)",65308.23809523809
"(72502.5, 93019.5)","(79194.25, 88012.75)","(80021.25, 91076.75)",86063.88590604028
"(126.5, 151.5)","(116.875, 277.125)","(103.0, 173.0)",167.271375464684
"(2.0, 2.0)","(2.0, 2.0)","(1.5, 2.5)",2.115523465703971
"(244.375, 265.625)","(263.0, 283.0)","(280.0, 330.0)",248.5
"(341.0, 365.0)","(333.5, 358.5)","(345.5, 454.5)",352.31802120141344
"(180095.0, 188080.0)","(185385.0, 189171.0)","(187726.5, 190507.5)",185165.37096774194
"(409.0, 429.0)","(405.0, 419.0)","(429.0, 469.0)",410.56271186440677
"(411.5, 414.5)","(423.0, 467.0)","(433.375, 462.625)",412.08191126279866
"(393.0, 393.0)","(398.0, 426.0)","(409.0, 445.0)",393.375
"(282.75, 311.25)","(308.5, 335.5)","(309.375, 348.625)",287.51202749140896
"(508.5, 517.5)","(521.0, 545.0)","(467.875, 529.125)",512.5856164383562
"(477.5, 482.5)","(473.5, 480.5)","(462.5, 475.5)",478.5255972696246
"(933.75, 962.25)","(920.5, 965.5)","(736.75, 907.25)",958.6162361623616
"(650.0, 1350.0)","(252.25, 1347.75)","(545.5, 632.5)",1238.9603174603174
"(108.5, 389.5)","(108.5, 389.5)","(149.0, 337.0)",291.32217573221754
"(176.0, 188.0)","(181.375, 278.625)","(211.5, 238.5)",187.59489051094891
"(15.0, 17.0)","(14.0, 18.0)","(17.5, 22.5)",31.72992700729927
"(2.0, 4.0)","(2.5, 3.5)","(2.5, 3.5)",3.2555555555555555
"(3.5, 4.5)","(3.0, 5.0)","(3.5, 4.5)",4.4609665427509295
"(28.0, 38.0)","(28.0, 32.0)","(36.25, 59.75)",34.04074074074074
"(323.0, 337.0)","(339.0, 355.0)","(327.875, 362.125)",328.91570881226056
"(319.0, 319.0)","(328.25, 351.75)","(315.75, 354.25)",319.0952380952381
"(32.5, 33.5)","(32.5, 35.5)","(31.5, 34.5)",32.356
"(53.5, 56.5)","(54.5, 57.5)","(52.0, 58.0)",55.04661016949152
"(80.0, 82.0)","(81.0, 83.0)","(80.0, 84.0)",80.84469696969697
"(202.0, 206.0)","(201.5, 204.5)","(200.0, 206.0)",204.36964980544747
"(1126.5, 1185.5)","(1108.375, 1179.625)","(943.25, 1022.75)",1155.294964028777
"(72.0, 74.0)","(62.0, 72.0)","(63.0, 73.0)",99.44736842105263
"(172.5, 177.5)","(174.375, 181.625)","(178.375, 189.625)",173.99212598425197
"(51.0, 53.0)","(50.0, 54.0)","(49.0, 55.0)",51.858695652173914
"(90.0, 90.0)","(22.5, 109.5)","(23.0, 47.0)",84.61016949152543
"(1417.125, 1688.875)","(1421.5, 1684.5)","(1426.25, 1630.75)",1629.6435185185185
"(5418.0, 6000.0)","(5675.375, 5700.625)","(5447.0, 5955.0)",9170.981395348837
"(100.0, 140.0)","(52.0, 66.0)","(46.5, 59.5)",369.25333333333333
"(144.0, 158.0)","(151.25, 156.75)","(156.5, 165.5)",150.8235294117647
"(89.5, 96.5)","(41.5, 78.5)","(62.125, 103.875)",88.39664804469274
"(282.5, 297.5)","(270.0, 288.0)","(303.5, 354.5)",289.6943005181347
"(192.25, 199.75)","(198.5, 205.5)","(196.5, 209.5)",196.1180811808118
"(540.0, 548.0)","(526.5, 541.5)","(550.875, 610.125)",545.84
"(379.0, 445.0)","(392.125, 429.875)","(395.875, 422.125)",422.272
"(1280.375, 1299.625)","(1270.5, 1281.5)","(1304.5, 1351.5)",1294.1875
"(809.5, 852.5)","(826.375, 845.625)","(829.375, 876.625)",827.7323420074349
"(437.5, 762.5)","(281.875, 364.125)","(309.0, 371.0)",535.8965517241379
"(286.5, 361.5)","(317.5, 346.5)","(309.875, 332.125)",354.81060606060606
"(487.5, 500.5)","(488.5, 501.5)","(444.5, 479.5)",495.10394265232975
"(886.0, 906.0)","(881.5, 898.5)","(838.75, 869.25)",897.5494505494505
"(2229.75, 2250.25)","(2229.875, 2264.125)","(2009.5, 2188.5)",2237.4947735191636
"(132635.75, 136864.25)","(133952.0, 137090.0)","(132901.75, 134814.25)",134878.1
"(330985.0, 334995.0)","(332887.875, 336605.125)","(331483.0, 334987.0)",334007.61754385964
"(952.0, 1046.0)","(788.625, 1195.375)","(937.375, 1052.625)",1044.7713310580205
"(593.0, 605.0)","(590.0, 612.0)","(593.25, 634.75)",602.8744394618834
"(393.0, 393.0)","(364.0, 422.0)","(283.75, 479.25)",390.32167832167835
"(1.5, 2.5)","(2.5, 3.5)","(2.5, 3.5)",2.4560669456066946
"(1.5, 2.5)","(1.5, 2.5)","(1.875, 2.125)",2.3529411764705883
"(21.5, 22.5)","(21.5, 22.5)","(20.0, 24.0)",21.631034482758622
"(6419.0, 11419.0)","(1900.0, 8339.0)","(3159.625, 4607.375)",8074.63025210084
"(4.5, 5.5)","(4.5, 5.5)","(4.5, 5.5)",4.53030303030303
"(2170.0, 2280.0)","(2221.5, 2406.5)","(2484.75, 3023.25)",2168.7454545454543
"(23.5, 24.5)","(24.0, 24.0)","(22.5, 25.5)",23.747440273037544
"(53.5, 56.5)","(52.5, 55.5)","(53.0, 57.0)",56.41754385964912
"(978927.5, 1007560.5)","(969722.5, 1017496.5)","(927174.75, 1077305.25)",990157.3657407408
"(172.0, 178.0)","(171.0, 179.0)","(162.5, 173.5)",172.56632653061226
"(964.75, 1049.25)","(978.875, 1036.125)","(942.5, 1183.5)",1052.9322033898304
"(177.5, 186.5)","(161.875, 211.125)","(165.5, 214.5)",196.16438356164383
"(739.5, 780.5)","(735.0, 813.0)","(765.5, 794.5)",772.9878048780488
"(201.0, 294.0)","(195.0, 299.0)","(139.0, 255.0)",253.35294117647058
"(3727469.5, 3752328.5)","(3727676.25, 3783241.75)","(3299559.0, 4099472.0)",3735173.285714286
"(139.5, 140.5)","(139.375, 148.625)","(142.0, 162.0)",139.5503355704698
"(116.0, 120.0)","(110.75, 163.25)","(86.0, 150.0)",114.86759581881533
"(21.0, 31.0)","(23.0, 33.0)","(24.5, 29.5)",28.4125
"(195.75, 204.25)","(181.0, 195.0)","(179.5, 198.5)",198.8904109589041
"(210.0, 220.0)","(189.0, 201.0)","(195.5, 212.5)",215.48507462686567
"(1362.0, 1516.0)","(1258.5, 1695.5)","(905.375, 2917.625)",1443.6100386100386
"(9867.125, 10814.875)","(9730.125, 10276.875)","(9834.0, 10254.0)",10375.053191489362
"(181.0, 199.0)","(185.0, 195.0)","(171.875, 194.125)",188.64646464646464
"(53.5, 54.5)","(51.0, 55.0)","(51.5, 58.5)",55.12
"(93.5, 94.5)","(92.0, 94.0)","(92.0, 96.0)",93.58064516129032
"(172.5, 179.5)","(169.5, 174.5)","(171.25, 178.75)",174.9182389937107
"(463.5, 476.5)","(390.5, 411.5)","(331.375, 381.625)",469.1156462585034
"(8210.0, 8218.0)","(8271.75, 8294.25)","(8200.375, 8276.625)",8217.804347826086
"(34.5, 39.5)","(35.0, 43.0)","(45.5, 60.5)",37.96279069767442
"(205.5, 210.5)","(206.5, 217.5)","(221.0, 287.0)",207.9267399267399
"(305.0, 315.0)","(301.5, 310.5)","(311.5, 354.5)",309.37943262411346
"(448.0, 466.0)","(448.5, 463.5)","(442.25, 481.75)",461.6794425087108
"(8617.5, 8642.5)","(8602.5, 8629.5)","(8587.0, 8627.0)",8629.825641025642
"(113.0, 141.0)","(67.0, 87.0)","(65.0, 85.0)",113.27472527472527
"(280.75, 297.25)","(284.5, 301.5)","(289.875, 315.125)",289.1256281407035
"(346.0, 364.0)","(367.5, 384.5)","(372.375, 395.625)",353.18981481481484
"(639.0, 663.0)","(617.5, 642.5)","(579.0, 619.0)",647.1560975609756
"(30.0, 34.0)","(30.875, 35.125)","(29.25, 36.75)",32.824561403508774
"(199.0, 207.0)","(199.0, 207.0)","(199.0, 209.0)",202.91150442477877
"(247.5, 254.5)","(223.0, 245.0)","(238.25, 271.75)",251.80555555555554
"(9225.0, 9225.0)","(9117.25, 9316.75)","(9191.875, 9299.125)",9215.30303030303
"(197.25, 212.75)","(199.0, 219.0)","(183.5, 248.5)",206.81274900398407
"(56.0, 56.0)","(56.0, 58.0)","(39.5, 56.5)",55.526315789473685
"(9420.5, 9879.5)","(9248.5, 9369.5)","(9291.125, 9502.875)",9538.55
"(79.0, 169.0)","(112.0, 158.0)","(127.0, 175.0)",158.27372262773721
"(184.5, 213.5)","(177.25, 190.75)","(184.5, 207.5)",286.8560885608856
"(33.5, 40.5)","(33.5, 44.5)","(28.5, 39.5)",38.90635451505017
"(92.5, 93.5)","(94.0, 96.0)","(79.0, 97.0)",92.45517241379311
"(91.0, 93.0)","(90.0, 98.0)","(61.0, 102.0)",91.29757785467127
"(206.0, 208.0)","(207.0, 209.0)","(199.5, 212.5)",206.04379562043795
"(27324.0, 28574.0)","(27293.0, 28407.0)","(26561.625, 28690.375)",27740.57046979866
"(907.0, 935.0)","(934.875, 972.125)","(875.375, 1010.625)",921.9635036496351
"(168.0, 168.0)","(166.0, 172.0)","(166.0, 176.0)",167.43197278911563
"(418.5, 448.5)","(397.5, 447.5)","(121.5, 381.5)",413.53846153846155
"(55.0, 61.0)","(59.5, 68.5)","(64.625, 98.375)",60.609756097560975
"(110.0, 132.0)","(121.25, 138.75)","(135.875, 163.125)",113.22027972027972
"(196.125, 1203.875)","(341.75, 596.25)","(389.875, 567.125)",947.9529914529915
"(9932.5, 9959.5)","(9977.375, 10269.625)","(9560.625, 10022.375)",10014.865384615385
"(9725.5, 9882.5)","(9717.0, 9883.0)","(9232.75, 9707.25)",9752.839416058394
"(20701.5, 21098.5)","(20590.625, 21065.375)","(19745.375, 20450.625)",20978.154761904763
"(7748.25, 7838.75)","(7933.0, 8086.0)","(8441.375, 10250.625)",7794.958333333333
"(34615.0, 34615.0)","(34157.0, 35073.0)","(34430.5, 39569.5)",34602.48148148148
"(25.0, 25.0)","(25.0, 25.0)","(22.25, 27.75)",22.571428571428573
"(6328.0, 6652.0)","(6268.25, 7376.75)","(5821.625, 6952.375)",6356.223107569721
"(2096.0, 2122.0)","(2102.5, 2115.5)","(2075.5, 2142.5)",2145.969696969697
"(250.0, 250.0)","(-97.5, 133.5)","(-25.0, 61.0)",226.5378486055777
"(215.0, 785.0)","(128.75, 508.25)","(94.0, 248.0)",1347.9755102040817
"(736.75, 859.25)","(721.5, 766.5)","(733.5, 912.5)",800.3048780487804
"(171.5, 198.5)","(171.5, 198.5)","(154.0, 190.0)",192.27083333333334
"(924.5, 973.5)","(890.0, 924.0)","(873.375, 908.625)",941.6696832579186
"(447.125, 527.875)","(471.0, 613.0)","(502.0, 644.0)",514.7027027027027
"(41.5, 79.5)","(55.0, 69.0)","(52.875, 77.125)",67.35
"(1299.5, 6700.5)","(3255.125, 7746.875)","(-1413.75, 3413.75)",5022.683823529412
"(875.625, 1076.375)","(870.5, 1109.5)","(983.75, 1340.25)",1021.3589743589744
"(26.5, 29.5)","(27.5, 30.5)","(-73.0, 403.0)",34.5171102661597
"(112.5, 169.5)","(86.875, 163.125)","(74.125, 194.875)",129.3890909090909
"(799.5, 800.5)","(157.375, 498.625)","(307.75, 691.25)",812.1516853932584
"(120.0, 122.0)","(116.0, 122.0)","(114.5, 127.5)",130.8793103448276
"(2919.5, 3078.5)","(2536.5, 3483.5)","(2903.875, 3898.125)",4379.568627450981
"(431.5, 1136.5)","(957.0, 1643.0)","(669.25, 1654.75)",1298.7931034482758
"(3174.5, 3515.5)","(3186.75, 3509.25)","(3213.0, 3661.0)",3676.5510204081634
"(1134.5, 1275.5)","(1188.5, 1429.5)","(1382.25, 1831.75)",1252.4018264840183
"(685078.25, 714579.75)","(700297.625, 724676.375)","(682775.5, 749637.5)",697913.9476439791
"(219570.125, 248969.875)","(213821.5, 245843.5)","(232817.75, 263314.25)",237691.76315789475
"(500879.0, 554603.0)","(465683.5, 506438.5)","(468657.375, 539855.625)",535401.1242236025
