"Frequency","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily","D:Daily"
"1949-04-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-04-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-04-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-04-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-04-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-04-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-04-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-04-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-04-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"1949-05-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
